customer_id,total_spend,avg_spend,max_spend,previous_purchases,avg_review_rating,age,gender,location,subscription_status,preferred_payment,preferred_shipping,category_diversity,product_diversity,discount_orders,promo_orders,purchase_frequency,aov,total_transactions,repeat_customer_flag,promo_dependency_score,satisfaction_flag,spend_score,frequency_score,purchase_history_score,value_score,value_tier,organic_spend,organic_spend_ratio,avg_discount_spend,avg_non_discount_spend,discount_sensitivity_score,high_margin_customer,organic_demand_score,risk_flag,loyalty_score_1,review_score_normalized,low_promo_score,loyalty_score_2,loyalty1_group,loyalty2_group,customer_segment,strategic_segment,Season,Category
73,26,26.0,26,21,2.9,18,Male,Georgia,Yes,Bank Transfer,Store Pickup,1,1,1,1,Every 3 Months,1.24,1,0,1.0,Unsatisfied,0.075,0.0,0.4081632653061224,11.91,Bronze,0.0,0.0,26.0,0.0,1.0,No,3.0,High Risk,16.33,0.1599999999999999,0.0,7.8,Medium,Low,Discount Hunters,Promo Locked,Winter,Clothing
74,85,85.0,85,43,2.7,48,Male,Hawaii,Yes,Bank Transfer,Free Shipping,1,1,1,1,Bi-Weekly,1.98,1,0,1.0,Unsatisfied,0.8125,0.0,0.8571428571428571,57.77,Platinum,0.0,0.0,85.0,0.0,1.0,No,32.5,High Risk,34.29,0.08,0.0,34.9,High,Low,Discount Hunters,Promo Locked,Spring,Clothing
75,58,58.0,58,3,4.5,49,Male,Indiana,Yes,Cash,Express,1,1,1,1,Monthly,19.33,1,0,1.0,Unsatisfied,0.4750000000000001,0.0,0.0408163265306122,24.57,Silver,0.0,0.0,58.0,0.0,1.0,No,19.0,Low Risk,1.63,0.8,0.0,43.0,Low,Medium,Discount Hunters,Promo Locked,Spring,Accessories
76,85,85.0,85,21,2.7,64,Male,Utah,Yes,Credit Card,Free Shipping,1,1,1,1,Annually,4.05,1,0,1.0,Unsatisfied,0.8125,0.0,0.4081632653061224,48.79,Platinum,0.0,0.0,85.0,0.0,1.0,No,32.5,High Risk,16.33,0.08,0.0,34.9,Medium,Low,Discount Hunters,Promo Locked,Summer,Accessories
77,43,43.0,43,32,4.2,50,Male,Delaware,Yes,Venmo,Free Shipping,1,1,1,1,Monthly,1.34,1,0,1.0,Unsatisfied,0.2875,0.0,0.6326530612244897,27.03,Silver,0.0,0.0,43.0,0.0,1.0,No,11.5,Low Risk,25.31,0.6800000000000002,0.0,31.9,Medium,Low,Discount Hunters,Promo Locked,Summer,Accessories
78,53,53.0,53,36,3.3,22,Male,Delaware,Yes,Debit Card,Next Day Air,1,1,1,1,Fortnightly,1.47,1,0,1.0,Unsatisfied,0.4125000000000001,0.0,0.7142857142857142,34.91,Gold,0.0,0.0,53.0,0.0,1.0,No,16.5,High Risk,28.57,0.32,0.0,26.1,High,Low,Discount Hunters,Promo Locked,Summer,Clothing
79,91,91.0,91,50,4.7,50,Male,Nebraska,Yes,Venmo,Free Shipping,1,1,1,1,Fortnightly,1.82,1,0,1.0,Unsatisfied,0.8875,0.0,1.0,64.38,Platinum,0.0,0.0,91.0,0.0,1.0,No,35.5,Low Risk,40.0,0.8800000000000001,0.0,61.9,High,Medium,Discount Hunters,Promo Locked,Spring,Clothing
80,96,96.0,96,43,2.6,38,Male,Iowa,Yes,Bank Transfer,2-Day Shipping,1,1,1,1,Every 3 Months,2.23,1,0,1.0,Unsatisfied,0.9500000000000002,0.0,0.8571428571428571,64.64,Platinum,0.0,0.0,96.0,0.0,1.0,No,38.0,High Risk,34.29,0.04,0.0,39.2,High,Low,Discount Hunters,Promo Locked,Winter,Outerwear
81,72,72.0,72,24,3.750064716541548,19,Male,New York,Yes,Credit Card,Store Pickup,1,1,1,1,Every 3 Months,3.0,1,0,1.0,Unsatisfied,0.65,0.0,0.4693877551020408,41.89,Gold,0.0,0.0,72.0,0.0,1.0,No,26.0,Low Risk,18.78,,0.0,,Medium,,Discount Hunters,Promo Locked,Summer,Footwear
82,96,96.0,96,36,2.6,67,Male,Virginia,Yes,Credit Card,Express,1,1,1,1,Every 3 Months,2.67,1,0,1.0,Unsatisfied,0.9500000000000002,0.0,0.7142857142857142,61.79,Platinum,0.0,0.0,96.0,0.0,1.0,No,38.0,High Risk,28.57,0.04,0.0,39.2,High,Low,Discount Hunters,Promo Locked,Summer,Footwear
83,28,28.0,28,21,4.0,19,Male,Georgia,Yes,Credit Card,2-Day Shipping,1,1,1,1,Every 3 Months,1.33,1,0,1.0,Unsatisfied,0.1,0.0,0.4081632653061224,13.16,Bronze,0.0,0.0,28.0,0.0,1.0,No,4.0,Low Risk,16.33,0.6000000000000001,0.0,22.0,Medium,Low,Discount Hunters,Promo Locked,Spring,Clothing
84,40,40.0,40,34,4.1,36,Male,Texas,Yes,Bank Transfer,Standard,1,1,1,1,Weekly,1.18,1,0,1.0,Unsatisfied,0.25,0.0,0.673469387755102,25.97,Silver,0.0,0.0,40.0,0.0,1.0,No,10.0,Low Risk,26.94,0.6399999999999999,0.0,29.2,High,Low,Discount Hunters,Promo Locked,Summer,Clothing
85,32,32.0,32,42,4.4,52,Male,Arizona,Yes,Bank Transfer,Standard,1,1,1,1,Every 3 Months,0.76,1,0,1.0,Unsatisfied,0.15,0.0,0.836734693877551,24.23,Silver,0.0,0.0,32.0,0.0,1.0,No,6.0,Low Risk,33.47,0.7600000000000002,0.0,28.8,High,Low,Discount Hunters,Promo Locked,Spring,Outerwear
86,95,95.0,95,2,4.5,53,Male,New Mexico,Yes,Debit Card,Next Day Air,1,1,1,1,Bi-Weekly,47.5,1,0,1.0,Unsatisfied,0.9375,0.0,0.0204081632653061,47.28,Gold,0.0,0.0,95.0,0.0,1.0,No,37.5,Low Risk,0.82,0.8,0.0,61.5,Low,Medium,Discount Hunters,Promo Locked,Winter,Accessories
87,41,41.0,41,47,3.7,24,Male,Nevada,Yes,Cash,2-Day Shipping,1,1,1,1,Bi-Weekly,0.87,1,0,1.0,Unsatisfied,0.2625,0.0,0.9387755102040816,31.9,Silver,0.0,0.0,41.0,0.0,1.0,No,10.5,Low Risk,37.55,0.4800000000000002,0.0,24.9,High,Low,Discount Hunters,Promo Locked,Spring,Clothing
88,53,53.0,53,44,3.7,52,Male,Ohio,Yes,Debit Card,2-Day Shipping,1,1,1,1,Fortnightly,1.2,1,0,1.0,Unsatisfied,0.4125000000000001,0.0,0.8775510204081631,38.18,Gold,0.0,0.0,53.0,0.0,1.0,No,16.5,Low Risk,35.1,0.4800000000000002,0.0,30.9,High,Low,Discount Hunters,Promo Locked,Fall,Footwear
89,47,47.0,47,35,3.5,33,Male,Wyoming,Yes,Credit Card,Free Shipping,1,1,1,1,Monthly,1.34,1,0,1.0,Unsatisfied,0.3375,0.0,0.693877551020408,30.75,Silver,0.0,0.0,47.0,0.0,1.0,No,13.5,Low Risk,27.76,0.4000000000000001,0.0,25.5,High,Low,Discount Hunters,Promo Locked,Fall,Clothing
90,83,83.0,83,15,3.6,47,Male,California,Yes,Cash,Next Day Air,1,1,1,1,Quarterly,5.53,1,0,1.0,Unsatisfied,0.7875000000000001,0.0,0.2857142857142856,45.09,Gold,0.0,0.0,83.0,0.0,1.0,No,31.5,Low Risk,11.43,0.4400000000000001,0.0,44.7,Low,Medium,Discount Hunters,Promo Locked,Fall,Outerwear
91,48,48.0,48,29,2.9,25,Male,South Carolina,Yes,Credit Card,Express,1,1,1,1,Monthly,1.66,1,0,1.0,Unsatisfied,0.3500000000000001,0.0,0.5714285714285714,28.93,Silver,0.0,0.0,48.0,0.0,1.0,No,14.0,High Risk,22.86,0.1599999999999999,0.0,18.8,Medium,Low,Discount Hunters,Promo Locked,Summer,Accessories
92,99,99.0,99,18,4.6,44,Male,South Carolina,Yes,Credit Card,Standard,1,1,1,1,Every 3 Months,5.5,1,0,1.0,Unsatisfied,0.9875,0.0,0.346938775510204,56.31,Platinum,0.0,0.0,99.0,0.0,1.0,No,39.5,Low Risk,13.88,0.8399999999999999,0.0,64.7,Medium,High,Discount Hunters,Promo Locked,Winter,Accessories
93,87,87.0,87,13,4.4,61,Male,Texas,Yes,Venmo,2-Day Shipping,1,1,1,1,Every 3 Months,6.69,1,0,1.0,Unsatisfied,0.8375000000000001,0.0,0.2448979591836734,46.77,Gold,0.0,0.0,87.0,0.0,1.0,No,33.5,Low Risk,9.8,0.7600000000000002,0.0,56.3,Low,Medium,Discount Hunters,Promo Locked,Winter,Outerwear
94,62,62.0,62,46,4.5,37,Male,Florida,Yes,Credit Card,Standard,1,1,1,1,Weekly,1.35,1,0,1.0,Unsatisfied,0.525,0.0,0.9183673469387754,44.62,Gold,0.0,0.0,62.0,0.0,1.0,No,21.0,Low Risk,36.73,0.8,0.0,45.0,High,Medium,Discount Hunters,Promo Locked,Fall,Clothing
95,76,76.0,76,28,4.6,58,Male,Nevada,Yes,Credit Card,Free Shipping,1,1,1,1,Weekly,2.71,1,0,1.0,Unsatisfied,0.7000000000000001,0.0,0.5510204081632653,46.02,Gold,0.0,0.0,76.0,0.0,1.0,No,28.0,Low Risk,22.04,0.8399999999999999,0.0,53.2,Medium,Medium,Discount Hunters,Promo Locked,Spring,Clothing
96,100,100.0,100,48,3.8,37,Male,Missouri,Yes,Paypal,Free Shipping,1,1,1,1,Monthly,2.08,1,0,1.0,Unsatisfied,1.0,0.0,0.9591836734693876,69.18,Platinum,0.0,0.0,100.0,0.0,1.0,No,40.0,Low Risk,38.37,0.52,0.0,55.6,High,Medium,Discount Hunters,Promo Locked,Fall,Footwear
97,73,73.0,73,43,3.750064716541548,32,Male,Delaware,Yes,Venmo,Express,1,1,1,1,Every 3 Months,1.7,1,0,1.0,Unsatisfied,0.6625000000000001,0.0,0.8571428571428571,50.27,Platinum,0.0,0.0,73.0,0.0,1.0,No,26.5,Low Risk,34.29,,0.0,,High,,Discount Hunters,Promo Locked,Spring,Accessories
98,92,92.0,92,37,4.8,21,Male,Virginia,Yes,Cash,Store Pickup,1,1,1,1,Annually,2.49,1,0,1.0,Unsatisfied,0.9000000000000001,0.0,0.7346938775510203,59.69,Platinum,0.0,0.0,92.0,0.0,1.0,No,36.0,Low Risk,29.39,0.92,0.0,63.6,High,High,Discount Hunters,Promo Locked,Winter,Footwear
99,67,67.0,67,20,2.6,20,Male,New York,Yes,Bank Transfer,Next Day Air,1,1,1,1,Annually,3.35,1,0,1.0,Unsatisfied,0.5875,0.0,0.3877551020408162,37.13,Gold,0.0,0.0,67.0,0.0,1.0,No,23.5,High Risk,15.51,0.04,0.0,24.7,Medium,Low,Discount Hunters,Promo Locked,Spring,Clothing
100,40,40.0,40,33,3.7,26,Male,Missouri,Yes,Debit Card,Express,1,1,1,1,Quarterly,1.21,1,0,1.0,Unsatisfied,0.25,0.0,0.6530612244897959,25.56,Silver,0.0,0.0,40.0,0.0,1.0,No,10.0,Low Risk,26.12,0.4800000000000002,0.0,24.4,Medium,Low,Discount Hunters,Promo Locked,Summer,Clothing
101,98,98.0,98,31,2.7,62,Male,South Dakota,Yes,Cash,Express,1,1,1,1,Fortnightly,3.16,1,0,1.0,Unsatisfied,0.975,0.0,0.6122448979591836,60.99,Platinum,0.0,0.0,98.0,0.0,1.0,No,39.0,High Risk,24.49,0.08,0.0,41.4,Medium,Low,Discount Hunters,Promo Locked,Fall,Accessories
102,85,85.0,85,50,4.6,27,Male,North Dakota,Yes,Credit Card,Express,1,1,1,1,Bi-Weekly,1.7,1,0,1.0,Unsatisfied,0.8125,0.0,1.0,60.62,Platinum,0.0,0.0,85.0,0.0,1.0,No,32.5,Low Risk,40.0,0.8399999999999999,0.0,57.7,High,Medium,Discount Hunters,Promo Locked,Spring,Outerwear
103,67,67.0,67,35,4.8,51,Male,Oklahoma,Yes,Credit Card,Next Day Air,1,1,1,1,Quarterly,1.91,1,0,1.0,Unsatisfied,0.5875,0.0,0.693877551020408,43.25,Gold,0.0,0.0,67.0,0.0,1.0,No,23.5,Low Risk,27.76,0.92,0.0,51.1,High,Medium,Discount Hunters,Promo Locked,Winter,Clothing
104,89,89.0,89,22,4.0,54,Male,West Virginia,Yes,Venmo,Next Day Air,1,1,1,1,Bi-Weekly,4.05,1,0,1.0,Unsatisfied,0.8625,0.0,0.4285714285714285,51.7,Platinum,0.0,0.0,89.0,0.0,1.0,No,34.5,Low Risk,17.14,0.6000000000000001,0.0,52.5,Medium,Medium,Discount Hunters,Promo Locked,Winter,Footwear
105,24,24.0,24,1,4.4,55,Male,New Hampshire,Yes,Paypal,2-Day Shipping,1,1,1,1,Monthly,24.0,1,0,1.0,Unsatisfied,0.05,0.0,0.0,2.5,Bronze,0.0,0.0,24.0,0.0,1.0,No,2.0,Low Risk,0.0,0.7600000000000002,0.0,24.8,Low,Low,Discount Hunters,Promo Locked,Spring,Accessories
106,96,96.0,96,4,3.6,69,Male,New York,Yes,Bank Transfer,Next Day Air,1,1,1,1,Annually,24.0,1,0,1.0,Unsatisfied,0.9500000000000002,0.0,0.0612244897959183,48.72,Platinum,0.0,0.0,96.0,0.0,1.0,No,38.0,Low Risk,2.45,0.4400000000000001,0.0,51.2,Low,Medium,Discount Hunters,Promo Locked,Fall,Accessories
107,35,35.0,35,31,3.7,64,Male,Minnesota,Yes,Credit Card,Standard,1,1,1,1,Monthly,1.13,1,0,1.0,Unsatisfied,0.1875,0.0,0.6122448979591836,21.62,Bronze,0.0,0.0,35.0,0.0,1.0,No,7.5,Low Risk,24.49,0.4800000000000002,0.0,21.9,Medium,Low,Discount Hunters,Promo Locked,Summer,Outerwear
108,67,67.0,67,46,3.1,28,Male,Maryland,Yes,Paypal,Next Day Air,1,1,1,1,Fortnightly,1.46,1,0,1.0,Unsatisfied,0.5875,0.0,0.9183673469387754,47.74,Platinum,0.0,0.0,67.0,0.0,1.0,No,23.5,High Risk,36.73,0.2400000000000002,0.0,30.7,High,Low,Discount Hunters,Promo Locked,Winter,Footwear
109,79,79.0,79,32,3.4,70,Male,Montana,Yes,Bank Transfer,Next Day Air,1,1,1,1,Bi-Weekly,2.47,1,0,1.0,Unsatisfied,0.7375,0.0,0.6326530612244897,49.53,Platinum,0.0,0.0,79.0,0.0,1.0,No,29.5,High Risk,25.31,0.3600000000000001,0.0,40.3,Medium,Low,Discount Hunters,Promo Locked,Spring,Clothing
110,85,85.0,85,43,2.6,58,Male,Alabama,Yes,Bank Transfer,Next Day Air,1,1,1,1,Fortnightly,1.98,1,0,1.0,Unsatisfied,0.8125,0.0,0.8571428571428571,57.77,Platinum,0.0,0.0,85.0,0.0,1.0,No,32.5,High Risk,34.29,0.04,0.0,33.7,High,Low,Discount Hunters,Promo Locked,Spring,Clothing
111,26,26.0,26,26,4.0,56,Male,New York,Yes,Venmo,Standard,1,1,1,1,Fortnightly,1.0,1,0,1.0,Unsatisfied,0.075,0.0,0.510204081632653,13.95,Bronze,0.0,0.0,26.0,0.0,1.0,No,3.0,Low Risk,20.41,0.6000000000000001,0.0,21.0,Medium,Low,Discount Hunters,Promo Locked,Summer,Accessories
112,75,75.0,75,9,5.0,26,Male,Massachusetts,Yes,Credit Card,Free Shipping,1,1,1,1,Annually,8.33,1,0,1.0,Unsatisfied,0.6875,0.0,0.1632653061224489,37.64,Gold,0.0,0.0,75.0,0.0,1.0,No,27.5,Low Risk,6.53,1.0,0.0,57.5,Low,Medium,Discount Hunters,Promo Locked,Summer,Accessories
113,65,65.0,65,28,4.3,37,Male,Florida,Yes,Paypal,Free Shipping,1,1,1,1,Bi-Weekly,2.32,1,0,1.0,Unsatisfied,0.5625,0.0,0.5510204081632653,39.15,Gold,0.0,0.0,65.0,0.0,1.0,No,22.5,Low Risk,22.04,0.72,0.0,44.1,Medium,Medium,Discount Hunters,Promo Locked,Spring,Accessories
114,54,54.0,54,20,3.1,44,Male,New Jersey,Yes,Paypal,Next Day Air,1,1,1,1,Quarterly,2.7,1,0,1.0,Unsatisfied,0.425,0.0,0.3877551020408162,29.01,Silver,0.0,0.0,54.0,0.0,1.0,No,17.0,High Risk,15.51,0.2400000000000002,0.0,24.2,Medium,Low,Discount Hunters,Promo Locked,Winter,Accessories
115,95,95.0,95,9,3.7,70,Male,Massachusetts,Yes,Cash,Store Pickup,1,1,1,1,Weekly,10.56,1,0,1.0,Unsatisfied,0.9375,0.0,0.1632653061224489,50.14,Platinum,0.0,0.0,95.0,0.0,1.0,No,37.5,Low Risk,6.53,0.4800000000000002,0.0,51.9,Low,Medium,Discount Hunters,Promo Locked,Summer,Outerwear
116,94,94.0,94,48,3.8,53,Male,Wyoming,Yes,Debit Card,Standard,1,1,1,1,Every 3 Months,1.96,1,0,1.0,Unsatisfied,0.925,0.0,0.9591836734693876,65.43,Platinum,0.0,0.0,94.0,0.0,1.0,No,37.0,Low Risk,38.37,0.52,0.0,52.6,High,Medium,Discount Hunters,Promo Locked,Spring,Clothing
117,86,86.0,86,12,3.4,55,Male,Virginia,Yes,Venmo,Free Shipping,1,1,1,1,Annually,7.17,1,0,1.0,Unsatisfied,0.825,0.0,0.2244897959183673,45.74,Gold,0.0,0.0,86.0,0.0,1.0,No,33.0,High Risk,8.98,0.3600000000000001,0.0,43.8,Low,Medium,Discount Hunters,Promo Locked,Spring,Footwear
118,32,32.0,32,29,4.6,50,Male,South Dakota,Yes,Cash,Express,1,1,1,1,Fortnightly,1.1,1,0,1.0,Unsatisfied,0.15,0.0,0.5714285714285714,18.93,Bronze,0.0,0.0,32.0,0.0,1.0,No,6.0,Low Risk,22.86,0.8399999999999999,0.0,31.2,Medium,Low,Discount Hunters,Promo Locked,Summer,Footwear
119,45,45.0,45,27,4.8,50,Male,Kentucky,Yes,Cash,2-Day Shipping,1,1,1,1,Bi-Weekly,1.67,1,0,1.0,Unsatisfied,0.3125,0.0,0.5306122448979591,26.24,Silver,0.0,0.0,45.0,0.0,1.0,No,12.5,Low Risk,21.22,0.92,0.0,40.1,Medium,Low,Discount Hunters,Promo Locked,Fall,Clothing
120,76,76.0,76,44,4.3,38,Male,Wyoming,Yes,Cash,Express,1,1,1,1,Annually,1.73,1,0,1.0,Unsatisfied,0.7000000000000001,0.0,0.8775510204081631,52.55,Platinum,0.0,0.0,76.0,0.0,1.0,No,28.0,Low Risk,35.1,0.72,0.0,49.6,High,Medium,Discount Hunters,Promo Locked,Fall,Outerwear
121,84,84.0,84,32,4.0,64,Male,West Virginia,Yes,Bank Transfer,Express,1,1,1,1,Annually,2.62,1,0,1.0,Unsatisfied,0.8,0.0,0.6326530612244897,52.65,Platinum,0.0,0.0,84.0,0.0,1.0,No,32.0,Low Risk,25.31,0.6000000000000001,0.0,50.0,Medium,Medium,Discount Hunters,Promo Locked,Summer,Accessories
122,72,72.0,72,11,4.2,19,Male,Virginia,Yes,Cash,Standard,1,1,1,1,Fortnightly,6.55,1,0,1.0,Unsatisfied,0.65,0.0,0.2040816326530612,36.58,Gold,0.0,0.0,72.0,0.0,1.0,No,26.0,Low Risk,8.16,0.6800000000000002,0.0,46.4,Low,Medium,Discount Hunters,Promo Locked,Winter,Clothing
123,40,40.0,40,44,4.8,40,Male,Washington,Yes,Cash,2-Day Shipping,1,1,1,1,Fortnightly,0.91,1,0,1.0,Unsatisfied,0.25,0.0,0.8775510204081631,30.05,Silver,0.0,0.0,40.0,0.0,1.0,No,10.0,Low Risk,35.1,0.92,0.0,37.6,High,Low,Discount Hunters,Promo Locked,Spring,Accessories
124,89,89.0,89,46,3.1,57,Male,Louisiana,Yes,Cash,Free Shipping,1,1,1,1,Weekly,1.93,1,0,1.0,Unsatisfied,0.8625,0.0,0.9183673469387754,61.49,Platinum,0.0,0.0,89.0,0.0,1.0,No,34.5,High Risk,36.73,0.2400000000000002,0.0,41.7,High,Low,Discount Hunters,Promo Locked,Fall,Clothing
125,86,86.0,86,50,3.1,44,Male,Nevada,Yes,Paypal,Next Day Air,1,1,1,1,Annually,1.72,1,0,1.0,Unsatisfied,0.825,0.0,1.0,61.25,Platinum,0.0,0.0,86.0,0.0,1.0,No,33.0,High Risk,40.0,0.2400000000000002,0.0,40.2,High,Low,Discount Hunters,Promo Locked,Spring,Clothing
126,54,54.0,54,45,3.6,49,Male,California,Yes,Venmo,Next Day Air,1,1,1,1,Every 3 Months,1.2,1,0,1.0,Unsatisfied,0.425,0.0,0.8979591836734693,39.21,Gold,0.0,0.0,54.0,0.0,1.0,No,17.0,Low Risk,35.92,0.4400000000000001,0.0,30.2,High,Low,Discount Hunters,Promo Locked,Winter,Clothing
127,36,36.0,36,48,3.9,43,Male,Mississippi,Yes,Cash,Store Pickup,1,1,1,1,Every 3 Months,0.75,1,0,1.0,Unsatisfied,0.2,0.0,0.9591836734693876,29.18,Silver,0.0,0.0,36.0,0.0,1.0,No,8.0,Low Risk,38.37,0.56,0.0,24.8,High,Low,Discount Hunters,Promo Locked,Spring,Clothing
128,89,89.0,89,26,4.8,24,Male,Mississippi,Yes,Credit Card,Next Day Air,1,1,1,1,Weekly,3.42,1,0,1.0,Unsatisfied,0.8625,0.0,0.510204081632653,53.33,Platinum,0.0,0.0,89.0,0.0,1.0,No,34.5,Low Risk,20.41,0.92,0.0,62.1,Medium,Medium,Discount Hunters,Promo Locked,Winter,Clothing
129,32,32.0,32,21,4.7,20,Male,California,Yes,Credit Card,Standard,1,1,1,1,Fortnightly,1.52,1,0,1.0,Unsatisfied,0.15,0.0,0.4081632653061224,15.66,Bronze,0.0,0.0,32.0,0.0,1.0,No,6.0,Low Risk,16.33,0.8800000000000001,0.0,32.4,Medium,Low,Discount Hunters,Promo Locked,Spring,Accessories
130,67,67.0,67,49,4.2,24,Male,Pennsylvania,Yes,Paypal,2-Day Shipping,1,1,1,1,Bi-Weekly,1.37,1,0,1.0,Unsatisfied,0.5875,0.0,0.9795918367346936,48.97,Platinum,0.0,0.0,67.0,0.0,1.0,No,23.5,Low Risk,39.18,0.6800000000000002,0.0,43.9,High,Medium,Discount Hunters,Promo Locked,Summer,Clothing
131,39,39.0,39,13,3.7,44,Male,Kentucky,Yes,Paypal,Next Day Air,1,1,1,1,Fortnightly,3.0,1,0,1.0,Unsatisfied,0.2375,0.0,0.2448979591836734,16.77,Bronze,0.0,0.0,39.0,0.0,1.0,No,9.5,Low Risk,9.8,0.4800000000000002,0.0,23.9,Low,Low,Discount Hunters,Promo Locked,Fall,Accessories
132,29,29.0,29,46,3.9,28,Male,Maine,Yes,Credit Card,Standard,1,1,1,1,Weekly,0.63,1,0,1.0,Unsatisfied,0.1125,0.0,0.9183673469387754,23.99,Silver,0.0,0.0,29.0,0.0,1.0,No,4.5,Low Risk,36.73,0.56,0.0,21.3,High,Low,Discount Hunters,Promo Locked,Summer,Clothing
133,58,58.0,58,42,4.7,30,Male,New Mexico,Yes,Paypal,2-Day Shipping,1,1,1,1,Weekly,1.38,1,0,1.0,Unsatisfied,0.4750000000000001,0.0,0.836734693877551,40.48,Gold,0.0,0.0,58.0,0.0,1.0,No,19.0,Low Risk,33.47,0.8800000000000001,0.0,45.4,High,Medium,Discount Hunters,Promo Locked,Fall,Accessories
134,65,65.0,65,25,2.5,52,Male,Montana,Yes,Venmo,Next Day Air,1,1,1,1,Annually,2.6,1,0,1.0,Unsatisfied,0.5625,0.0,0.4897959183673469,37.92,Gold,0.0,0.0,65.0,0.0,1.0,No,22.5,High Risk,19.59,0.0,0.0,22.5,Medium,Low,Discount Hunters,Promo Locked,Winter,Clothing
135,94,94.0,94,25,4.9,43,Male,Texas,Yes,Cash,Store Pickup,1,1,1,1,Monthly,3.76,1,0,1.0,Unsatisfied,0.925,0.0,0.4897959183673469,56.05,Platinum,0.0,0.0,94.0,0.0,1.0,No,37.0,Low Risk,19.59,0.9600000000000002,0.0,65.8,Medium,High,Discount Hunters,Promo Locked,Fall,Accessories
136,81,81.0,81,12,4.1,43,Male,Kansas,Yes,Paypal,Express,1,1,1,1,Quarterly,6.75,1,0,1.0,Unsatisfied,0.7625,0.0,0.2244897959183673,42.61,Gold,0.0,0.0,81.0,0.0,1.0,No,30.5,Low Risk,8.98,0.6399999999999999,0.0,49.7,Low,Medium,Discount Hunters,Promo Locked,Fall,Footwear
137,86,86.0,86,4,3.3,39,Male,South Carolina,Yes,Debit Card,Free Shipping,1,1,1,1,Quarterly,21.5,1,0,1.0,Unsatisfied,0.825,0.0,0.0612244897959183,42.47,Gold,0.0,0.0,86.0,0.0,1.0,No,33.0,High Risk,2.45,0.32,0.0,42.6,Low,Low,Discount Hunters,Promo Locked,Winter,Clothing
138,43,43.0,43,38,4.7,68,Male,Colorado,Yes,Paypal,Free Shipping,1,1,1,1,Weekly,1.13,1,0,1.0,Unsatisfied,0.2875,0.0,0.7551020408163265,29.48,Silver,0.0,0.0,43.0,0.0,1.0,No,11.5,Low Risk,30.2,0.8800000000000001,0.0,37.9,High,Low,Discount Hunters,Promo Locked,Spring,Footwear
139,29,29.0,29,42,4.4,68,Male,Georgia,Yes,Bank Transfer,Store Pickup,1,1,1,1,Weekly,0.69,1,0,1.0,Unsatisfied,0.1125,0.0,0.836734693877551,22.36,Silver,0.0,0.0,29.0,0.0,1.0,No,4.5,Low Risk,33.47,0.7600000000000002,0.0,27.3,High,Low,Discount Hunters,Promo Locked,Winter,Clothing
140,95,95.0,95,30,3.8,49,Male,Florida,Yes,Venmo,Store Pickup,1,1,1,1,Annually,3.17,1,0,1.0,Unsatisfied,0.9375,0.0,0.5918367346938774,58.71,Platinum,0.0,0.0,95.0,0.0,1.0,No,37.5,Low Risk,23.67,0.52,0.0,53.1,Medium,Medium,Discount Hunters,Promo Locked,Fall,Outerwear
141,28,28.0,28,50,3.9,63,Male,North Carolina,Yes,Credit Card,2-Day Shipping,1,1,1,1,Weekly,0.56,1,0,1.0,Unsatisfied,0.1,0.0,1.0,25.0,Silver,0.0,0.0,28.0,0.0,1.0,No,4.0,Low Risk,40.0,0.56,0.0,20.8,High,Low,Discount Hunters,Promo Locked,Fall,Clothing
142,46,46.0,46,45,4.9,56,Male,Virginia,Yes,Paypal,Free Shipping,1,1,1,1,Weekly,1.02,1,0,1.0,Unsatisfied,0.325,0.0,0.8979591836734693,34.21,Silver,0.0,0.0,46.0,0.0,1.0,No,13.0,Low Risk,35.92,0.9600000000000002,0.0,41.8,High,Low,Discount Hunters,Promo Locked,Fall,Accessories
143,58,58.0,58,33,3.1,37,Male,Nebraska,Yes,Credit Card,Free Shipping,1,1,1,1,Fortnightly,1.76,1,0,1.0,Unsatisfied,0.4750000000000001,0.0,0.6530612244897959,36.81,Gold,0.0,0.0,58.0,0.0,1.0,No,19.0,High Risk,26.12,0.2400000000000002,0.0,26.2,Medium,Low,Discount Hunters,Promo Locked,Fall,Outerwear
144,48,48.0,48,25,2.7,30,Male,Missouri,Yes,Paypal,Store Pickup,1,1,1,1,Quarterly,1.92,1,0,1.0,Unsatisfied,0.3500000000000001,0.0,0.4897959183673469,27.3,Silver,0.0,0.0,48.0,0.0,1.0,No,14.0,High Risk,19.59,0.08,0.0,16.4,Medium,Low,Discount Hunters,Promo Locked,Fall,Outerwear
145,43,43.0,43,25,3.2,19,Male,New Jersey,Yes,Cash,Express,1,1,1,1,Monthly,1.72,1,0,1.0,Unsatisfied,0.2875,0.0,0.4897959183673469,24.17,Silver,0.0,0.0,43.0,0.0,1.0,No,11.5,High Risk,19.59,0.2800000000000002,0.0,19.9,Medium,Low,Discount Hunters,Promo Locked,Fall,Footwear
146,95,95.0,95,44,4.5,24,Male,Missouri,Yes,Debit Card,Standard,1,1,1,1,Quarterly,2.16,1,0,1.0,Unsatisfied,0.9375,0.0,0.8775510204081631,64.43,Platinum,0.0,0.0,95.0,0.0,1.0,No,37.5,Low Risk,35.1,0.8,0.0,61.5,High,Medium,Discount Hunters,Promo Locked,Fall,Accessories
